step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
4,'C952397244','4','M','28007','M1535107174','28007','es_wellnessandbeauty',113.54,0
4,'C384665757','3','F','28007','M1823072687','28007','es_transportation',49.07,0
4,'C88292631','4','M','28007','M1823072687','28007','es_transportation',66.25,0
4,'C446298173','4','F','28007','M348934600','28007','es_transportation',47.38,0
4,'C1956819896','2','M','28007','M348934600','28007','es_transportation',38.17,0
4,'C1272326382','1','M','28007','M348934600','28007','es_transportation',18.48,0
4,'C1158738757','3','M','28007','M348934600','28007','es_transportation',56.85,0
4,'C106333716','3','F','28007','M348934600','28007','es_transportation',12.24,0
4,'C1216409727','3','F','28007','M348934600','28007','es_transportation',11.99,0
4,'C1480367576','3','F','28007','M1294758098','28007','es_leisure',100.55,0
4,'C383368009','4','F','28007','M348934600','28007','es_transportation',13.77,0
4,'C456338836','5','F','28007','M348934600','28007','es_transportation',18.34,0
4,'C2007253908','2','M','28007','M1053599405','28007','es_health',12.47,0
4,'C1341583263','2','M','28007','M1823072687','28007','es_transportation',88.53,0
4,'C812882942','1','F','28007','M348934600','28007','es_transportation',24.04,0
4,'C37682628','1','M','28007','M348934600','28007','es_transportation',27.87,0
4,'C1069635670','4','F','28007','M480139044','28007','es_health',124.61,0
4,'C1367987964','3','F','28007','M1823072687','28007','es_transportation',1.65,0
4,'C75208519','2','M','28007','M1823072687','28007','es_transportation',46.58,0
4,'C1979396384','2','F','28007','M348934600','28007','es_transportation',3.9,0
4,'C1501782229','5','F','28007','M348934600','28007','es_transportation',11.77,0
4,'C1058652489','4','M','28007','M348934600','28007','es_transportation',1.95,0
4,'C301422123','3','M','28007','M348934600','28007','es_transportation',58.64,0
4,'C409740988','5','M','28007','M348934600','28007','es_transportation',14.65,0
4,'C1415571957','2','M','28007','M855959430','28007','es_hyper',19.09,0
4,'C1776310825','4','M','28007','M348934600','28007','es_transportation',26.58,0
4,'C592765908','2','F','28007','M547558035','28007','es_fashion',108.23,0
4,'C67418210','3','M','28007','M348934600','28007','es_transportation',3.34,0
4,'C1017469037','2','M','28007','M348934600','28007','es_transportation',12.92,0
4,'C1240746302','6','M','28007','M1649169323','28007','es_sportsandtoys',58.6,0
4,'C1913314890','3','F','28007','M348934600','28007','es_transportation',31.61,0
4,'C1234264195','5','F','28007','M348934600','28007','es_transportation',23.82,0
4,'C800272493','2','F','28007','M348934600','28007','es_transportation',5.14,0
4,'C1404589205','2','M','28007','M1823072687','28007','es_transportation',31.57,0
4,'C1855857061','4','F','28007','M151143676','28007','es_barsandrestaurants',30.45,0
4,'C1808704110','3','F','28007','M348934600','28007','es_transportation',54.64,0
4,'C1513653440','4','M','28007','M348934600','28007','es_transportation',28.21,0
4,'C1582197917','2','F','28007','M348934600','28007','es_transportation',23.89,0
4,'C179196508','3','F','28007','M348934600','28007','es_transportation',4.65,0
4,'C1276892406','4','M','28007','M348934600','28007','es_transportation',44.03,0
4,'C1906259613','6','F','28007','M348934600','28007','es_transportation',40.5,0
4,'C856674856','2','F','28007','M348934600','28007','es_transportation',12.16,0
4,'C282483842','4','F','28007','M348934600','28007','es_transportation',12.33,0
4,'C1261640227','3','M','28007','M348934600','28007','es_transportation',5.09,0
4,'C1073155388','2','M','28007','M348934600','28007','es_transportation',1.49,0
4,'C998690782','2','M','28007','M1823072687','28007','es_transportation',26.83,0
4,'C287533643','3','M','28007','M1053599405','28007','es_health',124.21,0
4,'C821630606','1','F','28007','M85975013','28007','es_food',55.02,0
4,'C1885719603','3','F','28007','M348934600','28007','es_transportation',22.62,0
4,'C1591612680','2','M','28007','M348934600','28007','es_transportation',2.13,0
4,'C1029994689','3','M','28007','M151143676','28007','es_barsandrestaurants',2.28,0
4,'C1161671147','2','F','28007','M348934600','28007','es_transportation',60.62,0
4,'C911364935','3','M','28007','M348934600','28007','es_transportation',6.21,0
4,'C228882909','2','M','28007','M1823072687','28007','es_transportation',11.67,0
4,'C1207877529','3','M','28007','M1823072687','28007','es_transportation',38.93,0
4,'C1058785965','2','F','28007','M348934600','28007','es_transportation',34.62,0
4,'C454239699','3','F','28007','M348934600','28007','es_transportation',18.19,0
4,'C855112247','5','M','28007','M348934600','28007','es_transportation',24.79,0
4,'C855112247','5','M','28007','M1823072687','28007','es_transportation',21.87,0
4,'C983659750','2','M','28007','M348934600','28007','es_transportation',21.03,0
4,'C1687751654','3','M','28007','M348934600','28007','es_transportation',12.63,0
4,'C637831009','3','F','28007','M1823072687','28007','es_transportation',33.05,0
4,'C775363285','2','F','28007','M348934600','28007','es_transportation',72.07,0
4,'C1674674654','5','M','28007','M1823072687','28007','es_transportation',31.72,0
4,'C274026379','0','F','28007','M348934600','28007','es_transportation',4.58,0
4,'C206074131','5','F','28007','M348934600','28007','es_transportation',29.55,0
4,'C105013970','3','M','28007','M209847108','28007','es_wellnessandbeauty',86.7,0
4,'C837031785','3','F','28007','M348934600','28007','es_transportation',18.07,0
4,'C823286801','2','F','28007','M348934600','28007','es_transportation',23.15,0
4,'C389387421','6','F','28007','M1823072687','28007','es_transportation',46.25,0
4,'C2096367617','2','M','28007','M348934600','28007','es_transportation',0.66,0
4,'C1966686053','4','F','28007','M692898500','28007','es_health',201.4,0
4,'C23582994','2','F','28007','M348934600','28007','es_transportation',4.35,0
4,'C1293579037','2','F','28007','M348934600','28007','es_transportation',0.53,0
4,'C663226052','3','F','28007','M855959430','28007','es_hyper',122.37,0
4,'C1585648581','4','F','28007','M677738360','28007','es_contents',4.99,0
4,'C1546820736','2','M','28007','M348934600','28007','es_transportation',65.64,0
4,'C1027777422','2','M','28007','M348934600','28007','es_transportation',31.24,0
4,'C1117403153','5','F','28007','M348934600','28007','es_transportation',33.18,0
4,'C2100466386','2','F','28007','M348934600','28007','es_transportation',56.72,0
4,'C1615671416','6','F','28007','M348934600','28007','es_transportation',1.16,0
4,'C1400397779','3','M','28007','M348934600','28007','es_transportation',4.53,0
4,'C939735585','3','F','28007','M348934600','28007','es_transportation',32.5,0
4,'C1869757503','5','F','28007','M348934600','28007','es_transportation',39.8,0
4,'C825622087','2','F','28007','M151143676','28007','es_barsandrestaurants',10.23,0
4,'C820456300','3','M','28007','M1053599405','28007','es_health',21.16,0
4,'C1736605496','4','M','28007','M1748431652','28007','es_wellnessandbeauty',423.5,1
4,'C126638730','3','F','28007','M1748431652','28007','es_wellnessandbeauty',32.28,1
4,'C426715237','1','M','28007','M1535107174','28007','es_wellnessandbeauty',21.73,0
4,'C1368210201','2','F','28007','M348934600','28007','es_transportation',12.55,0
4,'C152830802','2','F','28007','M348934600','28007','es_transportation',60.65,0
4,'C1468082478','4','F','28007','M1823072687','28007','es_transportation',16.41,0
4,'C430171917','2','M','28007','M348934600','28007','es_transportation',16.82,0
4,'C433355159','4','F','28007','M348934600','28007','es_transportation',61.82,0
4,'C1624351292','2','M','28007','M1823072687','28007','es_transportation',45.82,0
4,'C1394931354','4','M','28007','M348934600','28007','es_transportation',28.01,0
4,'C1690988973','1','F','28007','M348934600','28007','es_transportation',12.81,0
4,'C206142588','4','F','28007','M85975013','28007','es_food',28.33,0
4,'C485578112','3','F','28007','M151143676','28007','es_barsandrestaurants',49.39,0
4,'C168191673','1','F','28007','M1823072687','28007','es_transportation',17.46,0
4,'C813347783','1','F','28007','M348934600','28007','es_transportation',15.3,0
4,'C1385780363','4','F','28007','M923029380','28007','es_home',79.1,0
4,'C778323844','2','F','28007','M1823072687','28007','es_transportation',28.77,0
4,'C339931011','4','M','28007','M85975013','28007','es_food',1.96,0
4,'C1040272582','2','M','28007','M1823072687','28007','es_transportation',26.04,0
4,'C1918064652','2','M','28007','M1053599405','28007','es_health',281.87,0
4,'C1923131377','2','F','28007','M348934600','28007','es_transportation',28.1,0
4,'C72353846','2','M','28007','M348934600','28007','es_transportation',5.94,0
4,'C1599273075','5','M','28007','M1823072687','28007','es_transportation',5.51,0
4,'C304677660','4','F','28007','M348934600','28007','es_transportation',27.1,0
4,'C1965115675','3','F','28007','M348934600','28007','es_transportation',38.64,0
4,'C6094907','5','M','28007','M348934600','28007','es_transportation',25.15,0
4,'C817774765','1','M','28007','M348934600','28007','es_transportation',29.23,0
4,'C1612748385','2','F','28007','M348934600','28007','es_transportation',34.08,0
4,'C1295444668','2','M','28007','M348934600','28007','es_transportation',17.77,0
4,'C548185127','2','F','28007','M348934600','28007','es_transportation',20.25,0
4,'C1076053396','4','M','28007','M348934600','28007','es_transportation',29.3,0
4,'C694265356','3','F','28007','M348934600','28007','es_transportation',5.67,0
4,'C1303935849','2','M','28007','M348934600','28007','es_transportation',17.54,0
4,'C394979408','4','F','28007','M348934600','28007','es_transportation',21.0,0
4,'C39858251','5','F','28007','M348934600','28007','es_transportation',13.83,0
4,'C1422393615','2','M','28007','M348934600','28007','es_transportation',46.94,0
4,'C2044183803','3','M','28007','M348934600','28007','es_transportation',24.71,0
4,'C1965496749','3','F','28007','M348934600','28007','es_transportation',53.38,0
4,'C1821582093','6','F','28007','M348934600','28007','es_transportation',2.67,0
4,'C1689884214','3','M','28007','M348934600','28007','es_transportation',21.46,0
4,'C1697472909','3','F','28007','M348934600','28007','es_transportation',20.37,0
4,'C875898611','3','F','28007','M1823072687','28007','es_transportation',28.98,0
4,'C1236503001','2','F','28007','M348934600','28007','es_transportation',39.34,0
4,'C188084843','2','M','28007','M348934600','28007','es_transportation',16.48,0
4,'C62153477','3','M','28007','M1823072687','28007','es_transportation',43.2,0
4,'C375144053','6','F','28007','M3697346','28007','es_leisure',311.94,1
4,'C1685492470','2','F','28007','M3697346','28007','es_leisure',275.18,1
4,'C1807153148','4','F','28007','M348934600','28007','es_transportation',14.29,0
4,'C869807132','1','F','28007','M1741626453','28007','es_sportsandtoys',74.02,0
4,'C1409858085','2','F','28007','M348934600','28007','es_transportation',24.43,0
4,'C951702775','2','M','28007','M348934600','28007','es_transportation',36.21,0
4,'C495124555','3','F','28007','M348934600','28007','es_transportation',60.87,0
4,'C1254064510','5','F','28007','M348934600','28007','es_transportation',38.9,0
4,'C1254064510','5','F','28007','M1823072687','28007','es_transportation',43.53,0
4,'C20274793','3','F','28007','M1823072687','28007','es_transportation',23.17,0
4,'C131682780','2','F','28007','M348934600','28007','es_transportation',1.49,0
4,'C1248053373','2','M','28007','M348934600','28007','es_transportation',41.13,0
4,'C1350082938','3','M','28007','M348934600','28007','es_transportation',1.98,0
4,'C1740186506','3','M','28007','M1823072687','28007','es_transportation',52.86,0
4,'C1525581466','1','F','28007','M348934600','28007','es_transportation',12.82,0
4,'C286580355','6','M','28007','M348934600','28007','es_transportation',11.67,0
4,'C1421006824','2','F','28007','M348934600','28007','es_transportation',3.59,0
4,'C914488986','4','M','28007','M348934600','28007','es_transportation',14.14,0
4,'C1814870538','3','M','28007','M348934600','28007','es_transportation',2.08,0
4,'C1517749848','2','F','28007','M348934600','28007','es_transportation',37.55,0
